#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.890742553284151e-01 -1.420246651802054e-03  1.474113304532224e-01 -1.569406581615602e-01 -8.362888268715106e-01  5.253481016104358e-01 -1.604488905160109e-01  7.079928015054592e-01 -6.877516605204474e-01 -1.604488905160109e-01  7.079928015054592e-01 -6.877516605204474e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.088876088280758e-01 -3.996023372361190e-01 -1.193368618416518e-01  8.756128625047387e-01  2.686527236875783e-01  4.014073106851735e-01 -7.585645413641483e-01  5.951326120442655e-01 -2.653243499311157e-01 -7.585645413641483e-01  5.951326120442655e-01 -2.653243499311157e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.629818006510153e-01  5.009030738376227e-01  6.573793446372965e-01  2.358335631831814e-01  9.613546952702140e-02 -9.670266294033187e-01  8.255038118911924e-02  9.571288031289118e-01  2.776506596184276e-01  8.255038118911924e-02  9.571288031289118e-01  2.776506596184276e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.962780093918320e-01 -4.254184037360799e-01 -8.551248580841626e-01 -3.856437858009041e-02  7.703898489023532e-02 -9.962819799192464e-01 -7.613304379864990e-01  5.970888978917109e-02  6.456088697310705e-01 -7.613304379864990e-01  5.970888978917109e-02  6.456088697310705e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.737167041168865e-01  7.118894544735591e-01  5.184649350245131e-01 -7.461554331832292e-01 -2.897090181241173e-01 -5.994336947058512e-01 -5.332529539031827e-01  3.080127117044012e-02  8.453949188679898e-01 -5.332529539031827e-01  3.080127117044012e-02  8.453949188679898e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.949019862788242e-01 -3.998773320334701e-01 -1.981124788598864e-01  7.136215799137399e-02 -6.825248138125610e-01 -7.273701402566255e-01 -1.996392463688158e-02  3.697048521797584e-01  9.289347468944392e-01 -1.996392463688158e-02  3.697048521797584e-01  9.289347468944392e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.432613441328145e-01 -6.991835261191082e-01  4.647682312450563e-01 -2.567597720155576e-01  2.774972495790344e-01  9.257805873697018e-01  8.404040708001743e-02 -4.262692982794838e-01 -9.006840152473793e-01  8.404040708001743e-02 -4.262692982794838e-01 -9.006840152473793e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.778537201988385e-01  1.770093708231640e-01  8.604205394648118e-01 -2.050288775133381e-01  1.516187874828767e-01 -9.669410026820886e-01  1.348300165709777e-01  3.463731729152813e-01 -9.283568773462447e-01  1.348300165709777e-01  3.463731729152813e-01 -9.283568773462447e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.487913777570286e-01  7.139362652461207e-01  2.633718992500099e-01  1.058284183989667e-01  9.196464918368015e-01 -3.782204065243400e-01  3.230831546858122e-01  7.235608894878213e-01  6.099810770522774e-01  3.230831546858122e-01  7.235608894878213e-01  6.099810770522774e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.701665890187507e-01  1.064074636464751e-01 -9.796533997603681e-01 -2.043976524651591e-03 -8.197723984265784e-02  9.966321057981957e-01 -3.542703256555844e-02 -4.377487260727358e-01  8.983991196485535e-01 -3.542703256555844e-02 -4.377487260727358e-01  8.983991196485535e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.894069259180194e-01  5.080207870685433e-01 -3.446035188719356e-01  2.519001752247834e-01 -9.677426298149013e-01 -4.528152014063555e-03  7.800353155354003e-01 -6.210389180105468e-02 -6.226459773745844e-01  7.800353155354003e-01 -6.210389180105468e-02 -6.226459773745844e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.085941256346107e-02 -9.957820991936505e-01  5.828339880830574e-02  5.877464722434837e-02 -2.240199179918814e-02 -9.980198853765803e-01 -9.023551141350983e-02  1.010618797086997e-01 -9.907795158104989e-01 -9.023551141350983e-02  1.010618797086997e-01 -9.907795158104989e-01
