#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.390332874778841e-01 -3.037806795748966e-01 -4.513761637714915e-01 -1.341028670380614e-01 -9.904277882961366e-01 -3.269888718282638e-02  1.155145404823402e-01  1.292089008834829e-02 -9.932217484210052e-01  1.155145404823402e-01  1.292089008834829e-02 -9.932217484210052e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.882058292849051e-01  9.757275916701628e-01  1.119563873868990e-01  2.797135790903133e-03  3.238519882639265e-02 -9.994715478333249e-01  5.391210398664036e-01 -2.697955306587165e-01  7.978463987572728e-01  5.391210398664036e-01 -2.697955306587165e-01  7.978463987572728e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.988753527051096e-01 -9.708602190901928e-02 -9.752040291325194e-01  4.146104269685490e-01  2.018737415477403e-01  8.873247355520264e-01  1.763357491459465e-01 -1.700907349039489e-01  9.695229989396705e-01  1.763357491459465e-01 -1.700907349039489e-01  9.695229989396705e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.573871141926077e-01 -8.148229523937285e-01  1.593209376836723e-01 -2.364606002639860e-01 -6.873858478337502e-01 -6.867219821155223e-01 -7.001779667617943e-01  3.318099082876242e-01  6.321811446282450e-01 -7.001779667617943e-01  3.318099082876242e-01  6.321811446282450e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.375691477116806e-01  2.839720748944021e-02  9.900850105948901e-01  1.897761610649326e-01  8.726275425250990e-01 -4.500068674121133e-01  1.832042362148071e-01  7.509805566441201e-01 -6.344008286370981e-01  1.832042362148071e-01  7.509805566441201e-01 -6.344008286370981e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.095158590214861e-01 -8.309746884590017e-01  3.765339670605553e-01 -9.262899561061030e-01 -4.252718413040536e-02  3.744040008158198e-01 -4.693508898485708e-01 -8.761300176171871e-01 -1.100269713682161e-01 -4.693508898485708e-01 -8.761300176171871e-01 -1.100269713682161e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.645640729246335e-01 -4.519047802122328e-01  7.615525535174898e-01  5.251536222394719e-01 -6.390379601573561e-01  5.620001410379603e-01 -3.368848290310165e-01  4.228544310152432e-01 -8.412507011227496e-01 -3.368848290310165e-01  4.228544310152432e-01 -8.412507011227496e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.429121553981997e-01 -8.311351053639108e-01  3.362190643497805e-01  4.668067767903353e-01 -4.513187857511279e-01  7.605279658045098e-01  2.198803051271228e-01 -6.121654881084457e-01  7.595433276556064e-01  2.198803051271228e-01 -6.121654881084457e-01  7.595433276556064e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.281045107332530e-01 -3.030361251550572e-01  9.443295723320341e-01 -4.456300476791068e-02  1.490114053076216e-01 -9.878308254424453e-01  7.675684254427184e-01  4.759920800319826e-01  4.292671103290034e-01  7.675684254427184e-01  4.759920800319826e-01  4.292671103290034e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.936127391094844e-01 -3.346841984931699e-01 -8.954205976587819e-01 -2.951971657588027e-02 -8.406092846368106e-02 -9.960232661133491e-01  2.503181847323833e-01  8.285783612971320e-01  5.007980686688435e-01  2.503181847323833e-01  8.285783612971320e-01  5.007980686688435e-01
