#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.322323732853663e-01  3.713703058529360e-01  8.670096574271072e-01  3.143147143466339e-01 -6.372057904047226e-02 -9.471778862240930e-01 -9.965096500003767e-01  1.700298311423051e-02  8.172769433517625e-02 -9.965096500003767e-01  1.700298311423051e-02  8.172769433517625e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.529496234273674e-01  9.673499567317601e-02 -8.275802405589703e-01  7.244472203136336e-01 -6.881505291364556e-01 -4.031220942922403e-02 -2.889719802269522e-02  3.787749508698702e-01  9.250375606103596e-01 -2.889719802269522e-02  3.787749508698702e-01  9.250375606103596e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.881119375832999e-01  5.434874672748319e-01 -4.807528827480343e-01 -4.969088960452143e-01  6.944222144618646e-01  5.204414828710396e-01 -3.343990371782916e-01  1.097428324527645e-01 -9.360201892371104e-01 -3.343990371782916e-01  1.097428324527645e-01 -9.360201892371104e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.805304840644144e-01 -6.871500673968982e-01 -2.543679326005776e-01 -1.391893564613854e-01 -8.572662490944667e-01  4.957024321217007e-01  1.189656584400039e-02  4.394384893269232e-01 -8.981939021275924e-01  1.189656584400039e-02  4.394384893269232e-01 -8.981939021275924e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.163609762272804e-01  3.325308275064658e-01 -9.179385473569804e-01 -5.480290420555679e-01 -3.193436990198319e-01 -7.731001041003601e-01 -2.944949720983761e-01 -6.918168833843928e-01 -6.592890953694609e-01 -2.944949720983761e-01 -6.918168833843928e-01 -6.592890953694609e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.539153432667162e-02  9.633142549800187e-02  9.931989748786124e-01 -7.501201046651216e-01  4.695822436608619e-01 -4.656311254798350e-01  5.761166087286672e-01  7.678657964425678e-01 -2.801281346109327e-01  5.761166087286672e-01  7.678657964425678e-01 -2.801281346109327e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.848659671455113e-01  6.019809561583691e-01  7.768162605236907e-01 -5.242799970483033e-01  5.963678525858841e-01  6.078452673971662e-01 -3.720986151256202e-01 -4.164617941294770e-01  8.295192551424305e-01 -3.720986151256202e-01 -4.164617941294770e-01  8.295192551424305e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.442636155777882e-01  2.225798258533920e-01  6.297061947052387e-01  4.679558555532495e-01 -5.240571280742228e-01 -7.116048368076372e-01 -6.064340192327169e-01  5.640791289812117e-01  5.604038870003046e-01 -6.064340192327169e-01  5.640791289812117e-01  5.604038870003046e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.267973935799546e-01 -6.583623903902912e-01  5.376276304627099e-01  5.936527466735460e-02 -6.100250316678094e-02  9.963706432703928e-01  2.578023015715186e-01 -6.608149023940628e-02  9.639352726984146e-01  2.578023015715186e-01 -6.608149023940628e-02  9.639352726984146e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.540382180908076e-01 -6.049111494381532e-01  2.559470002634376e-01  1.576131343135041e-01  5.471033229992722e-01 -8.220924849766158e-01  2.507446584137060e-01  9.499238782602274e-01 -1.864718257218572e-01  2.507446584137060e-01  9.499238782602274e-01 -1.864718257218572e-01
