#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.352830161643208e-01  8.030440211063284e-01 -4.069999950912412e-01  1.307903005467715e-01 -4.448643503920695e-02  9.904114571128444e-01 -3.922709737500842e-01  8.172562950248967e-01  4.221559325596878e-01 -3.922709737500842e-01  8.172562950248967e-01  4.221559325596878e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.593178541709105e-01 -8.735883992131058e-01 -4.118222423187917e-01 -3.339082180659343e-01  6.700500889501331e-01 -6.629767569123003e-01 -4.836203615000055e-01  1.220022425180833e-01  8.667334069730800e-01 -4.836203615000055e-01  1.220022425180833e-01  8.667334069730800e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.437412148427932e-01 -4.445831624754998e-01 -8.841291052775049e-01  6.413214454438461e-01 -4.712835994404882e-01  6.054738413112769e-01  9.404920658048521e-02  6.353715217521255e-02  9.935380098592329e-01  9.404920658048521e-02  6.353715217521255e-02  9.935380098592329e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.779003434629440e-01  4.208996838475321e-02 -2.047909978891323e-01  9.355922944469539e-01 -2.445641232380484e-02  3.522342153563909e-01  3.678273133946297e-01  9.290655648610642e-01  3.924593877435787e-02  3.678273133946297e-01  9.290655648610642e-01  3.924593877435787e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.417437020631056e-01  2.169285956516219e-02  6.703325296400324e-01 -5.370898399263599e-01 -4.298656145134909e-01 -7.257754868461843e-01 -2.150793626937319e-02  8.307282406409799e-02  9.963113542359376e-01 -2.150793626937319e-02  8.307282406409799e-02  9.963113542359376e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.104916794707013e-01  2.542449158170562e-02 -9.935518023714494e-01  9.049371166013875e-02 -8.523773852729257e-01  5.150375532184639e-01  8.379495076855681e-01  9.517539846997694e-02  5.373846537589207e-01  8.379495076855681e-01  9.517539846997694e-02  5.373846537589207e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.212116292006276e-01  7.456845680424146e-01  2.409369974273350e-01  5.340986082817148e-01  2.025390420751453e-01 -8.208024202369397e-01  1.104221581357997e-02 -9.430598587573643e-04 -9.999385881683081e-01  1.104221581357997e-02 -9.430598587573643e-04 -9.999385881683081e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.092550915698588e-01 -1.865215028775234e-01 -9.763570319971950e-01  2.982852702420356e-01 -9.463671932153904e-01 -1.241572920220948e-01  2.032682905241644e-01 -3.786725323185797e-01  9.029336162392106e-01  2.032682905241644e-01 -3.786725323185797e-01  9.029336162392106e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.578897004499140e-01 -2.392123304910961e-01 -7.141138585568418e-01 -1.129590658959420e-01 -1.591563214038173e-01  9.807698582180843e-01 -4.594583472205729e-01 -7.940371535670773e-01  3.979987762850949e-01 -4.594583472205729e-01 -7.940371535670773e-01  3.979987762850949e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.931157283568573e-01 -5.936777302125178e-01 -4.088243385050065e-01  4.443310612856824e-01 -6.708881987772581e-01 -5.936993622349155e-01  3.821059821210584e-02 -6.747422047716680e-01  7.370637063945975e-01  3.821059821210584e-02 -6.747422047716680e-01  7.370637063945975e-01
