#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.225460034382833e-01  5.434493300233190e-01  5.631157068491581e-01  3.922385915875222e-01 -8.370187453503137e-01  3.815082007003567e-01 -7.989818467105715e-02 -3.450460788052859e-01  9.351788511228032e-01 -7.989818467105715e-02 -3.450460788052859e-01  9.351788511228032e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.908719028263618e-01 -7.074242544484969e-01 -1.491540750468131e-01  8.727036095540149e-01 -3.750882147054692e-01  3.125655788158017e-01  3.302020582697968e-01 -9.238663736926038e-01  1.934877884375852e-01  3.302020582697968e-01 -9.238663736926038e-01  1.934877884375852e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.290260353722764e-01  8.477404030507928e-01  3.118859887972295e-01 -8.828993774391822e-03 -7.897946231644883e-03 -9.999298331954367e-01  5.489889838317099e-01 -8.214999981514099e-01  1.541066146168302e-01  5.489889838317099e-01 -8.214999981514099e-01  1.541066146168302e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.746062796628546e-02 -1.115676778170332e-01 -9.930505297410028e-01  2.644253616869625e-02  1.534440360580948e-01 -9.878034825202680e-01 -4.340192352701237e-02 -2.232383427901874e-02 -9.988082495941042e-01 -4.340192352701237e-02 -2.232383427901874e-02 -9.988082495941042e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.311566063745226e-03  9.057798220585825e-02  9.958625257239128e-01  5.789441212742805e-01  7.432528012741554e-01 -3.352595678576112e-01 -2.285162889580914e-01 -3.709303621924683e-01 -9.001060893497979e-01 -2.285162889580914e-01 -3.709303621924683e-01 -9.001060893497979e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.818262728019918e-01  5.433472016047616e-01 -3.058128474489259e-01 -6.618531130251647e-02  9.551512020834803e-02  9.932252344656642e-01 -1.632602373224932e-01 -3.177317196587958e-03  9.865779237165382e-01 -1.632602373224932e-01 -3.177317196587958e-03  9.865779237165382e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.289319149532399e-02  8.968332694934293e-01  4.402842954876670e-01  3.477731565265236e-01  8.135815401173033e-02  9.340421202362245e-01 -4.981640757650956e-01 -6.593464288678460e-01  5.631117476632206e-01 -4.981640757650956e-01 -6.593464288678460e-01  5.631117476632206e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.141085528482208e-01  1.396960930317486e-01  9.835976005250063e-01 -6.331610331334753e-02  9.965184191428066e-01  5.424123311960277e-02  4.447462494753520e-01 -4.445831635951946e-01 -7.775259379758956e-01  4.447462494753520e-01 -4.445831635951946e-01 -7.775259379758956e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.165520136244914e-01  3.386900908098020e-01  9.156387102904868e-01  2.245509041459889e-01  9.737723254632437e-01 -3.666537343496755e-02 -3.213363349219843e-02 -2.030160192610793e-02  9.992773761863234e-01 -3.213363349219843e-02 -2.030160192610793e-02  9.992773761863234e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.087203594835264e-01 -9.934153913802043e-01  3.613507441099784e-02 -8.786159630749556e-01 -1.451704863231477e-01  4.549280375296393e-01 -2.794975090999064e-01  8.350980967363713e-01  4.738061958588534e-01 -2.794975090999064e-01  8.350980967363713e-01  4.738061958588534e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.204537722896030e-01 -8.836857220787255e-01  2.057138059578018e-01 -2.652822098671199e-01  6.479865486909520e-01 -7.139599301386639e-01  3.249167176641737e-01 -2.173287489362871e-01  9.204332357472366e-01  3.249167176641737e-01 -2.173287489362871e-01  9.204332357472366e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.728446015779337e-01  7.849772204513920e-01  2.359233473300707e-01  1.840308519829382e-03 -9.974176190785937e-01  7.179628413881227e-02  3.402384750478211e-02 -3.004645155993138e-01 -9.531859486305078e-01  3.402384750478211e-02 -3.004645155993138e-01 -9.531859486305078e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.900542840008319e-02  5.839768899667271e-02 -9.981124704216340e-01 -3.248194161387374e-01 -7.667857514309445e-02 -9.426625817403143e-01 -4.597330232281909e-01 -2.147741367737092e-01  8.616946196458324e-01 -4.597330232281909e-01 -2.147741367737092e-01  8.616946196458324e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.537745296598156e-01  8.666031257705212e-01  4.747129832147678e-01 -8.427808072249559e-01 -2.466337181663622e-01  4.784269223577277e-01 -4.215859125827025e-01 -6.969445479083997e-01  5.801151742995233e-01 -4.215859125827025e-01 -6.969445479083997e-01  5.801151742995233e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.204270742426685e-03 -9.825403918296082e-01 -1.860218026800328e-01 -7.068228015571986e-01  3.375422696396987e-02 -7.065848706000560e-01  1.072298524645348e-01  9.870248715386154e-02  9.893227874511311e-01  1.072298524645348e-01  9.870248715386154e-02  9.893227874511311e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.155592472734487e-02  5.912775792835507e-01 -8.058505120995993e-01  8.915278578404521e-01  4.179115476405214e-01 -1.747226861146518e-01  5.483986391819845e-01  3.293793998276864e-01  7.686144309811653e-01  5.483986391819845e-01  3.293793998276864e-01  7.686144309811653e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.587489033393946e-01  2.523800299608360e-01  9.545172110368189e-01  3.398876817940040e-01  4.511016877049880e-01 -8.252173235665919e-01  9.745054769750379e-01 -6.444499602746645e-02  2.149090920195652e-01  9.745054769750379e-01 -6.444499602746645e-02  2.149090920195652e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.739099157959041e-01 -4.240902907144294e-02  2.229370991280550e-01 -1.258218171840764e-01  8.649289961311872e-01 -4.858669591276953e-01  4.199970442122474e-01 -6.332649906096413e-02 -9.053133365689788e-01  4.199970442122474e-01 -6.332649906096413e-02 -9.053133365689788e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.488351030785820e-01 -9.766950850497505e-02 -9.840268183337203e-01  7.749418949393963e-02  5.032641820551009e-02 -9.957217996133666e-01 -1.122928548037982e-01 -7.742876482623484e-01 -6.227912591778844e-01 -1.122928548037982e-01 -7.742876482623484e-01 -6.227912591778844e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.073724810452629e-01  6.359785009677412e-01  4.760567356689185e-01 -9.898620772523158e-01  2.398988689075304e-02 -1.399912616726466e-01  7.093321661144516e-01 -4.349196820841238e-01  5.547005933395283e-01  7.093321661144516e-01 -4.349196820841238e-01  5.547005933395283e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.957633958715768e-01  2.858255118098166e-01 -3.404580964161039e-01  2.431123809445551e-01  3.725932980613360e-01  8.955839460772206e-01  7.296802015822733e-01 -5.122662998235402e-01 -4.529349197003382e-01  7.296802015822733e-01 -5.122662998235402e-01 -4.529349197003382e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.763321980979338e-02  6.327194751180434e-01  7.738878930241069e-01  2.940546026232593e-01 -1.160370635826770e-01  9.487187626220885e-01  1.886906935360004e-01  6.461429010426345e-01 -7.395236126082192e-01  1.886906935360004e-01  6.461429010426345e-01 -7.395236126082192e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.982834514841309e-02 -3.289267879927793e-02  9.976665980166971e-01 -6.438778588890900e-01  5.378580793913624e-01  5.441782697479163e-01  2.776450594457243e-03  6.817578706189091e-01 -7.315726192055491e-01  2.776450594457243e-03  6.817578706189091e-01 -7.315726192055491e-01
