#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.773366310660081e-01 -6.772854990437482e-02  6.254283376461283e-01 -5.385082803585957e-01 -4.794383537966727e-02  8.412551459779105e-01  8.012181098441942e-01 -4.046282243422016e-02  5.970027641965768e-01  8.012181098441942e-01 -4.046282243422016e-02  5.970027641965768e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.655890751697985e-01  1.905112380023263e-01  1.770401256991027e-01 -2.589215388047633e-01 -9.653011669927390e-01 -3.396017881916209e-02 -6.091931208270768e-01  7.614298153813298e-01  2.216041014632189e-01 -6.091931208270768e-01  7.614298153813298e-01  2.216041014632189e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.417007853863630e-01  2.690295482595214e-01 -2.020463634069787e-01 -3.069463588454288e-01 -7.463551850012593e-01  5.905403209038900e-01 -4.374992295373141e-01  4.561099461484770e-01  7.749568640761175e-01 -4.374992295373141e-01  4.561099461484770e-01  7.749568640761175e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.971842966135857e-01  9.345443613116260e-02  7.966411891469981e-01  1.727418132504982e-01 -6.730525106101800e-01  7.191387793161091e-01 -1.454364365155424e-01  4.571907888636804e-01  8.773966181333652e-01 -1.454364365155424e-01  4.571907888636804e-01  8.773966181333652e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.026217355124060e-01  2.405357719495685e-02  9.944295876654857e-01  1.251488328074477e-01  2.559594184245549e-01 -9.585523176992986e-01  2.895210965359982e-02  2.707598918990736e-01 -9.622114405292674e-01  2.895210965359982e-02  2.707598918990736e-01 -9.622114405292674e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.687771009527805e-01 -2.410480393060379e-01  9.325527935458312e-01 -1.748513304182903e-01  3.807601478874939e-01  9.079915869828573e-01 -7.263048534928152e-01  4.223172387709483e-01  5.423369889926946e-01 -7.263048534928152e-01  4.223172387709483e-01  5.423369889926946e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.172137301185809e-01 -3.927463693613958e-01 -6.685254397104935e-02  3.276341120530858e-01  8.590085980682067e-01  3.933956241038786e-01  3.244891917379973e-01  2.662441259786641e-01 -9.076457623032669e-01  3.244891917379973e-01  2.662441259786641e-01 -9.076457623032669e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.293163113047274e-01 -1.329964837570969e-01 -8.933081440107611e-01 -9.754321117469215e-01  4.358090184917628e-02 -2.159465220070787e-01  4.269451337514707e-01  8.562400230252026e-01  2.908107214937909e-01  4.269451337514707e-01  8.562400230252026e-01  2.908107214937909e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.312566590610950e-01  3.643417728716383e-01  4.013414396604262e-03 -1.558616399303987e-01 -6.872587615966198e-01 -7.094945692582060e-01  3.711063419814089e-01 -3.270334240302440e-01  8.690967854665165e-01  3.711063419814089e-01 -3.270334240302440e-01  8.690967854665165e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.521664708621730e-01  5.577816852150497e-01  7.515706011008823e-01  5.189942425302465e-01  1.486690701736509e-02 -8.546484372513605e-01 -6.898478594074785e-01  7.124109265356621e-01  1.287656888441920e-01 -6.898478594074785e-01  7.124109265356621e-01  1.287656888441920e-01
