#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.358073492824553e-01  8.080242209678331e-01  5.732828466038380e-01 -9.496415119233059e-01 -2.931621513598932e-01  1.106207568318743e-01 -5.413833777973487e-01  5.067101191621587e-01 -6.709313626470327e-01 -5.413833777973487e-01  5.067101191621587e-01 -6.709313626470327e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.972072968927534e-01 -9.066181151351284e-01  1.423725977988013e-01 -3.601551493841195e-01  6.953604339066477e-01  6.219020303305507e-01  8.767512357430225e-02  6.311968463979269e-01 -7.706514217229101e-01  8.767512357430225e-02  6.311968463979269e-01 -7.706514217229101e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.996877017204417e-02 -3.348432338185843e-02  9.989898262254898e-01  7.113399185563299e-01  2.557348378430545e-01 -6.546718360993242e-01  8.988181537493670e-01 -2.044707863890493e-01 -3.877081686062637e-01  8.988181537493670e-01 -2.044707863890493e-01 -3.877081686062637e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.068055177678642e-01  2.194729759084802e-01 -9.534480010292335e-01  6.697443101896379e-01 -5.876139493836064e-01  4.540400923469277e-01  5.874070627186555e-01 -7.913184219972222e-01  1.696116083175551e-01  5.874070627186555e-01 -7.913184219972222e-01  1.696116083175551e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.015029213395639e-01 -2.833510203788186e-02  9.944316361379686e-01 -5.608936226401323e-02 -9.965221488538981e-01  6.162459155585099e-02  7.321486289341573e-01 -2.295513999742870e-01  6.412991033205009e-01  7.321486289341573e-01 -2.295513999742870e-01  6.412991033205009e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.594222982639249e-01 -1.317858153797432e-01  9.238225535108864e-01 -1.637018555694650e-01  2.951256931733510e-01  9.413301905877995e-01 -6.079983407274562e-01 -6.719103204797277e-01  4.229356202845652e-01 -6.079983407274562e-01 -6.719103204797277e-01  4.229356202845652e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.851958349848432e-01  8.971866934176406e-02  7.228120281864205e-01 -2.769925586279616e-01  2.304967551274400e-01  9.328163636753251e-01  2.980653488687466e-01  9.129348168564421e-01  2.787598751166439e-01  2.980653488687466e-01  9.129348168564421e-01  2.787598751166439e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.042227708038581e-01  7.327412083212099e-01  4.570007866851578e-01  2.148504478387293e-01  2.406533241405633e-01 -9.465332866009492e-01 -7.130388068921704e-02 -3.906309609909991e-02  9.966894356427234e-01 -7.130388068921704e-02 -3.906309609909991e-02  9.966894356427234e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.288029550965171e-01  4.856734395992007e-02 -9.904801925627202e-01  7.607955832180877e-01 -4.481804574883247e-01 -4.693872155069902e-01  7.303359363918650e-01 -6.425998274281350e-01 -2.316784016777322e-01  7.303359363918650e-01 -6.425998274281350e-01 -2.316784016777322e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.989285320115597e-01  5.113730332128447e-02 -9.529043545699856e-01  7.676736068826551e-04  1.022618196053758e-03 -9.999991824642950e-01 -4.164796908249328e-01  9.091387580857158e-01 -3.374266843459265e-03 -4.164796908249328e-01  9.091387580857158e-01 -3.374266843459265e-03
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.080665494438633e-02 -6.139023152205009e-02  9.962599009235208e-01  3.209479107755274e-02 -9.824941685137645e-01 -1.835078560229367e-01  7.938703022476448e-01 -1.959283472813698e-01  5.756579070427366e-01  7.938703022476448e-01 -1.959283472813698e-01  5.756579070427366e-01
