#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.606149397123067e-01 -5.084691129829829e-01  2.830347480931053e-02  5.460833102075627e-01  2.794959016515121e-01 -7.897310043760211e-01 -5.719090012990802e-01 -1.956421668723174e-01 -7.966456155497205e-01 -5.719090012990802e-01 -1.956421668723174e-01 -7.966456155497205e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.239184285292015e-01  6.610871198762915e-02  5.628392855241253e-01  2.393998857445139e-02  9.872864983098293e-01  1.571376695836190e-01 -2.918512946783610e-01  8.267698329001864e-01 -4.809100385734970e-01 -2.918512946783610e-01  8.267698329001864e-01 -4.809100385734970e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.132984387138585e-01  7.319933970724221e-01  6.718252231253138e-01 -5.847227157970968e-01 -6.702302492615949e-01  4.570456854687591e-01  9.353467497023443e-01  9.687639800941687e-02  3.402079089762333e-01  9.353467497023443e-01  9.687639800941687e-02  3.402079089762333e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.328417660751552e-01  3.452182790678596e-01 -1.031047004903790e-01 -6.714186739795175e-01 -1.410918311634358e-01  7.275232363371873e-01 -8.453868923604627e-02 -3.392445436692880e-01  9.368918558792513e-01 -8.453868923604627e-02 -3.392445436692880e-01  9.368918558792513e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.244818996000676e-01 -3.729744699409984e-01  5.796688899053569e-01  5.463801889530178e-01 -8.199493710437554e-02  8.335139587366933e-01 -8.666852265790612e-01 -2.692013882707804e-01  4.199849170895140e-01 -8.666852265790612e-01 -2.692013882707804e-01  4.199849170895140e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.562615307293947e-02  2.119320023801409e-02  9.996532756930337e-01  3.172606849285981e-01  6.405997402440379e-01  6.992693548253834e-01  9.445891481694669e-01 -3.161505773979040e-01  8.831847808614474e-02  9.445891481694669e-01 -3.161505773979040e-01  8.831847808614474e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.557742272477527e-01 -1.820938567846540e-01 -9.708636451359457e-01 -1.025707767992736e-02 -4.136688327970820e-01  9.103696442268754e-01 -2.644198231461422e-01 -6.890667471682199e-01 -6.747363745007167e-01 -2.644198231461422e-01 -6.890667471682199e-01 -6.747363745007167e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.659828565167882e-02  1.434509284368006e-01 -9.892999354750871e-01  5.852032323695834e-01 -2.808642639385820e-01 -7.606920809804910e-01 -6.572073980341908e-02 -7.071444879490257e-02  9.953292174408046e-01 -6.572073980341908e-02 -7.071444879490257e-02  9.953292174408046e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.967536552391523e-01  8.844355594704439e-02 -9.764557012796201e-01  9.507322283068350e-01 -2.935148861911670e-01  9.978597918999710e-02 -2.509640296009933e-01  3.184059241374205e-02 -9.674726003981579e-01 -2.509640296009933e-01  3.184059241374205e-02 -9.674726003981579e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.404855702633808e-03 -4.018587200881744e-01  9.156953511112408e-01  2.461554129683559e-01  9.572243942296276e-01  1.520821217569659e-01 -3.447023126682295e-01  3.851026261177443e-01 -8.560819370821878e-01 -3.447023126682295e-01  3.851026261177443e-01 -8.560819370821878e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.854702208785744e-01  4.333808647733198e-01 -8.548027720122738e-01 -9.047871138951358e-02  1.085352915470303e-01 -9.899665111881787e-01 -5.740783902229435e-01  6.199144933469385e-01  5.349205761769147e-01 -5.740783902229435e-01  6.199144933469385e-01  5.349205761769147e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.921575312833750e-01  8.703346508763103e-01 -1.727888552727773e-02 -7.706453064618074e-01  3.771302706168173e-01 -5.136911237435131e-01 -2.446669993907244e-01  8.220543704874554e-02  9.661161035448917e-01 -2.446669993907244e-01  8.220543704874554e-02  9.661161035448917e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.355765304986083e-01 -8.348396304368900e-01 -1.272814653870321e-01  9.927063442847924e-01 -1.734717712086811e-02 -1.193029314923163e-01 -6.181839866615267e-03  5.568013527520588e-03 -9.999653904416996e-01 -6.181839866615267e-03  5.568013527520588e-03 -9.999653904416996e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.080595125572662e-01  9.113005272941774e-02 -4.088070879324300e-01 -6.986067383901721e-02 -9.826272415189864e-01  1.719394965548811e-01  4.154589517046626e-01 -9.095711240997900e-01 -8.615663196021630e-03  4.154589517046626e-01 -9.095711240997900e-01 -8.615663196021630e-03
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.534009914565382e-01 -1.805825455221411e-01  9.715235869874158e-01 -8.166707539499329e-01 -5.448469332331880e-01  1.902385318205489e-01  8.809614254501869e-04  2.096118826067078e-03 -9.999974150930760e-01  8.809614254501869e-04  2.096118826067078e-03 -9.999974150930760e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.159269454344548e-01 -2.448083125645169e-01 -8.209069844227096e-01 -6.587326905717856e-01  7.418958110293254e-01  1.251473050017281e-01  2.766328627866398e-01  4.534965686779824e-01  8.472397071807742e-01  2.766328627866398e-01  4.534965686779824e-01  8.472397071807742e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.608558861680159e-01  2.711509405449986e-01  5.686064946726729e-02  1.818519218940289e-01 -8.940745052175024e-01  4.093417369674466e-01 -2.728996985717055e-02 -7.936476613883349e-01  6.077652894975343e-01 -2.728996985717055e-02 -7.936476613883349e-01  6.077652894975343e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.729627019390548e-02  9.111172548555849e-03  9.952137571100718e-01 -5.128723893660992e-01  6.535112930870048e-01 -5.566730656621165e-01  1.017789681339000e-01  9.600633308398416e-01 -2.606135883301314e-01  1.017789681339000e-01  9.600633308398416e-01 -2.606135883301314e-01
