#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.083123208968773e-01 -4.853828250498202e-01  8.675666857876618e-01  1.398246125808460e-01 -7.762030005219898e-01  6.147828719940693e-01  6.383286043932256e-01 -7.579518774020552e-01  1.343337052124178e-01  6.383286043932256e-01 -7.579518774020552e-01  1.343337052124178e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.368253978378273e-01 -6.423815244429165e-01 -6.884000496991440e-01  7.315096283205185e-01  5.294343009852009e-02 -6.797725037715046e-01 -6.237953160400067e-01 -7.014001632675391e-01 -3.448437539739088e-01 -6.237953160400067e-01 -7.014001632675391e-01 -3.448437539739088e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.979418829869726e-01 -2.965380734531471e-01 -6.518759843446412e-01 -4.256738347749549e-02  4.632441178497718e-01 -8.852078316087508e-01  3.626396116977632e-01  7.997246915200577e-01 -4.784693614024248e-01  3.626396116977632e-01  7.997246915200577e-01 -4.784693614024248e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.854296520122390e-01  8.035725619309608e-01  4.535582884938127e-01  2.276705995256317e-01 -6.798668367702013e-01 -6.970991194742107e-01 -3.894935292115065e-01  8.039470837414501e-01 -4.494039132517463e-01 -3.894935292115065e-01  8.039470837414501e-01 -4.494039132517463e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.897569212458077e-01  3.108481747986561e-01 -3.342245253112427e-01 -3.191491450323319e-01  4.216913404547565e-01  8.487168176786661e-01  3.832879309541929e-01 -8.181005645312687e-01 -4.287211544797774e-01  3.832879309541929e-01 -8.181005645312687e-01 -4.287211544797774e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.916205625552973e-01  3.954253891940362e-01 -2.205709273891736e-01  3.837524188405710e-01 -3.779450732004254e-01  8.425506528853538e-01  1.906382505794004e-01  9.812247774996308e-01  2.924027080630218e-02  1.906382505794004e-01  9.812247774996308e-01  2.924027080630218e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.445047726416638e-01 -4.862451470274053e-02 -9.684281453599803e-01  3.987539435827144e-01  7.042641876067631e-01  5.873731748486812e-01  3.094772595978701e-01  4.761823169378410e-02  9.497138146842709e-01  3.094772595978701e-01  4.761823169378410e-02  9.497138146842709e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.270854375797147e-02  5.319978583523861e-01  8.426966094021681e-01  6.905676489247280e-01 -9.456568976483153e-02 -7.170590300511355e-01 -1.308108562238404e-02  3.782264404088651e-03  9.999072855394732e-01 -1.308108562238404e-02  3.782264404088651e-03  9.999072855394732e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.837917775896503e-02 -1.655620799548803e-01  9.822312958869022e-01 -6.057926934389809e-01  6.925492182986220e-01 -3.916513664088414e-01 -7.288644184767873e-01 -5.254912791453813e-01  4.388799095659833e-01 -7.288644184767873e-01 -5.254912791453813e-01  4.388799095659833e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.975546150542482e-01  6.016189125397492e-01  4.428679351860351e-02 -7.841108811068258e-01 -6.167847119626697e-01  6.889662705099397e-02 -8.981342082465015e-01 -1.817977362015170e-01  4.003804779074944e-01 -8.981342082465015e-01 -1.817977362015170e-01  4.003804779074944e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.159955021719461e-01 -6.742995510251633e-01 -6.101375727325549e-01 -5.541411005226662e-01  8.324224162318609e-01  7.494439530705576e-04 -5.018381083133420e-01 -1.384568766669018e-02  8.648507443354160e-01 -5.018381083133420e-01 -1.384568766669018e-02  8.648507443354160e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.067209478963134e-01 -3.111647007123959e-01 -9.276006569270069e-01  7.545762835579607e-01 -6.103208547458020e-02  6.533679796519566e-01 -2.897085435856394e-01 -9.008117719460619e-01 -3.234302263191922e-01 -2.897085435856394e-01 -9.008117719460619e-01 -3.234302263191922e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.448533395040859e-01 -4.084176912375224e-01 -6.460334047204060e-01  3.618732190282920e-03 -2.740785368201412e-01 -9.617005045396750e-01  4.117672054305156e-01  1.243291905803049e-01  9.027679773350348e-01  4.117672054305156e-01  1.243291905803049e-01  9.027679773350348e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.662904590831022e-01 -9.859422987429677e-01 -1.628701222949592e-02 -3.015702042438025e-01  6.568975308170558e-03  9.534213446717835e-01  5.643652204551873e-01  6.917042365093584e-01 -4.505964348899947e-01  5.643652204551873e-01  6.917042365093584e-01 -4.505964348899947e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.851259079110731e-01 -7.136799012544942e-01  1.458200564202439e-01 -1.704979284069661e-01  4.938758193220600e-01  8.526529959472945e-01  1.802984086707461e-01 -5.644594082441869e-01  8.055296768433916e-01  1.802984086707461e-01 -5.644594082441869e-01  8.055296768433916e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.318082161357469e-01 -9.394982334390234e-01 -8.512565459230145e-02  8.047777504416622e-01  2.646413933848269e-01  5.313169537116191e-01  1.565999544049269e-01 -4.793447997958945e-02  9.864982209357811e-01  1.565999544049269e-01 -4.793447997958945e-02  9.864982209357811e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.178997183620707e-01 -1.511597436360026e-01  7.715897031142728e-01  2.836093006453402e-01  3.234455887522109e-02  9.583942790410575e-01  1.764559226539215e-02 -2.006309621098552e-02 -9.996429888935511e-01  1.764559226539215e-02 -2.006309621098552e-02 -9.996429888935511e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.974333808784472e-01 -5.070308293395258e-01  7.648309916986888e-01  4.898666787167791e-02 -1.156886300865623e-01 -9.920768353507325e-01  8.283320607292736e-01  1.072079956423875e-01  5.498840267168495e-01  8.283320607292736e-01  1.072079956423875e-01  5.498840267168495e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.631822816102994e-01 -6.323518564027648e-01  5.319368828951370e-01 -4.791473494832811e-01  1.712101974040866e-02  8.775674835396963e-01  5.610474971368694e-01  8.259792637419975e-01 -5.462565170945051e-02  5.610474971368694e-01  8.259792637419975e-01 -5.462565170945051e-02
