#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.778384025874202e-01 -7.863000466542361e-01  5.518496703625153e-01 -3.605224133011335e-01  5.543439787407116e-01 -7.501508799844496e-01 -8.658504626752994e-01 -2.302223240110003e-01  4.441853867609154e-01 -8.658504626752994e-01 -2.302223240110003e-01  4.441853867609154e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.888062274782115e-02  1.904390870177943e-02 -9.990623737865919e-01  7.688407928709030e-01  1.493160329254870e-01  6.217624606946259e-01  1.299933163882943e-01 -9.290464984952270e-01  3.463731244310546e-01  1.299933163882943e-01 -9.290464984952270e-01  3.463731244310546e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.483028989233034e-01  6.220883914781552e-01  5.589006747360601e-01  5.402165170767042e-01 -2.046713575638598e-01 -8.162571592767084e-01 -1.997969709263003e-01  8.267773719733298e-01 -5.258520206308515e-01 -1.997969709263003e-01  8.267773719733298e-01 -5.258520206308515e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.915597562348771e-01 -5.969733400516301e-01  4.066545644941887e-01  9.910910421237112e-02  4.437752942032258e-01  8.906407096675190e-01 -7.917414061459790e-03 -5.601283651460809e-03  9.999529689820593e-01 -7.917414061459790e-03 -5.601283651460809e-03  9.999529689820593e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.113832751667399e-01 -4.617463295810463e-02  7.012857756180619e-01 -3.074727673835420e-01 -9.265981106108403e-01  2.165096735250581e-01  1.179397781295759e-02 -1.388327715221587e-03  9.999294848305568e-01  1.179397781295759e-02 -1.388327715221587e-03  9.999294848305568e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.755831311126336e-02 -4.041571976612248e-01 -9.104891550061075e-01  4.424602562452341e-01  7.704443347257600e-01  4.589601820772504e-01  4.393524367233891e-01 -6.715197592950805e-01  5.966830391602376e-01  4.393524367233891e-01 -6.715197592950805e-01  5.966830391602376e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.597018607231214e-01 -2.730999282920167e-01  8.922056940858535e-01  8.393389169891319e-01  9.915369329183080e-02 -5.344892211580146e-01 -2.339383774134998e-01 -2.835223555368274e-01  9.299934996998569e-01 -2.339383774134998e-01 -2.835223555368274e-01  9.299934996998569e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.030652906128349e-01  1.801420923177038e-01  3.898998685121038e-01  6.779850612063539e-01 -2.034932411300157e-01  7.063474765265448e-01  4.365378485905637e-01  5.387850308946014e-01  7.205174510251819e-01  4.365378485905637e-01  5.387850308946014e-01  7.205174510251819e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.874530860772250e-01  3.096579751543163e-01 -8.683271529282978e-01  7.331215141718241e-01 -6.005627056281341e-01  3.191508766508828e-01  4.194800586629246e-03 -9.789738011999670e-01  2.039428846812895e-01  4.194800586629246e-03 -9.789738011999670e-01  2.039428846812895e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.461569687763495e-02 -1.548817329678144e-01 -9.876263039531273e-01 -8.529118669972827e-01  4.930022741479697e-01 -1.717268319749122e-01 -9.249585785329680e-02  1.943999507619554e-01  9.765516757569627e-01 -9.249585785329680e-02  1.943999507619554e-01  9.765516757569627e-01
