#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.043577355277772e-01  8.001509735066539e-02 -7.926848754099581e-01 -2.575890627294935e-01 -5.397089312194937e-01 -8.014749804729109e-01 -3.368414673521087e-01 -8.890993453817532e-01 -3.099035009705700e-01 -3.368414673521087e-01 -8.890993453817532e-01 -3.099035009705700e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.852026083183324e-01  1.833561180635006e-01 -9.654431769093249e-01  9.217329436910124e-02  1.133712109844711e-01  9.892679375806444e-01  1.129659658680216e-02  1.626576262112056e-02  9.998038867057422e-01  1.129659658680216e-02  1.626576262112056e-02  9.998038867057422e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.219272932450615e-01 -7.617901083081827e-01  1.813346982810478e-01  5.006288261342398e-01 -5.799714969893749e-01 -6.426537490152505e-01  2.120664413514901e-01  9.767858149850750e-01 -3.028689644809660e-02  2.120664413514901e-01  9.767858149850750e-01 -3.028689644809660e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.291663245116512e-01  9.579627616262276e-01 -2.561706617659450e-01  4.561190796676109e-01  7.915231070249370e-01  4.067512215209214e-01  4.771650502401943e-01  4.008433550524308e-01  7.820729630536934e-01  4.771650502401943e-01  4.008433550524308e-01  7.820729630536934e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.482823516373940e-01 -8.933082320679653e-01 -3.230070788781526e-02 -8.576570367153994e-01 -2.395733008728498e-01 -4.550044405073945e-01  2.340903764372093e-01 -1.292999247485528e-01  9.635783440486322e-01  2.340903764372093e-01 -1.292999247485528e-01  9.635783440486322e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.041497916903042e-01 -2.147146718932107e-01  7.673986179778752e-01  8.379272500136309e-03 -9.728758769744150e-01 -2.311759412084905e-01 -9.547934457819075e-01 -2.585091687088376e-01 -1.467735861297169e-01 -9.547934457819075e-01 -2.585091687088376e-01 -1.467735861297169e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.886002154789881e-01  4.750148640201939e-01  7.318679583051597e-01 -5.046146983621149e-01  1.284966322952063e-01 -8.537286581143345e-01 -4.271174154070437e-01  8.993231832099338e-01 -9.374713647444891e-02 -4.271174154070437e-01  8.993231832099338e-01 -9.374713647444891e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.045474254423230e-02  4.017257261079139e-02  9.973622153028163e-01  5.656733712704248e-01  5.363292277260978e-01 -6.263901312459190e-01  5.868968743313948e-01 -8.051644639191212e-01  8.521880626876317e-02  5.868968743313948e-01 -8.051644639191212e-01  8.521880626876317e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.209843188659621e-01 -1.774336523771965e-01  9.590011625746003e-01  9.438148967019849e-01 -2.559273452953639e-01 -2.090804502900476e-01  4.855903073184695e-01 -1.621288227304235e-02 -8.740361525055785e-01  4.855903073184695e-01 -1.621288227304235e-02 -8.740361525055785e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.274203453319038e-01  1.627334073690374e-01  5.374880559202186e-01  6.404986290063237e-01  1.547411352993575e-01  7.522078750500327e-01  4.689196056343974e-01 -4.243797595770888e-01  7.746071411450927e-01  4.689196056343974e-01 -4.243797595770888e-01  7.746071411450927e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.910139799764421e-01  4.653938421447932e-01  8.642466263441626e-01  7.631169753743773e-01 -2.788210210247974e-01 -5.830191421644332e-01 -7.816806251932003e-01  5.651250742454764e-01 -2.638352718205286e-01 -7.816806251932003e-01  5.651250742454764e-01 -2.638352718205286e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.929226388678223e-01 -4.612733039863357e-01 -7.377358681270092e-01  7.062441883590580e-01  6.525637156124500e-01 -2.745537169209857e-01  8.394419792718116e-01  1.751433648340732e-01  5.144530738471897e-01  8.394419792718116e-01  1.751433648340732e-01  5.144530738471897e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.519968801278379e-02 -1.038989616475292e-01  9.900212246062373e-01 -7.000454446923428e-01  3.045649239909800e-02 -7.134485107113503e-01 -3.277368767831867e-01 -5.400156520363706e-01 -7.752236033249605e-01 -3.277368767831867e-01 -5.400156520363706e-01 -7.752236033249605e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.365653536069334e-01  4.134611475342981e-02  8.428452527620137e-01 -1.386081709905646e-02  3.741582623041386e-02  9.992036497615698e-01 -7.855654774254713e-01  3.934585064177069e-01 -4.775743757833313e-01 -7.855654774254713e-01  3.934585064177069e-01 -4.775743757833313e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.039703219377221e-01 -2.642482296726676e-01  8.757744299238214e-01 -1.615376468780320e-01 -6.585024872626605e-01 -7.350374568074731e-01  6.004720944755486e-01  7.810085544397126e-01 -1.716359567460681e-01  6.004720944755486e-01  7.810085544397126e-01 -1.716359567460681e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.290269984556702e-01  9.502656372257607e-01  2.110494081638359e-01  8.839071166771858e-01 -4.494493390105115e-01  1.292420239335415e-01  6.077297566822963e-01  6.255898711776785e-02  7.916760170509625e-01  6.077297566822963e-01  6.255898711776785e-02  7.916760170509625e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.778906477189781e-01 -7.587223269451059e-01  3.006373727166063e-01 -6.751556391956365e-01  1.270029424035982e-02 -7.375659735837465e-01 -5.549282986987369e-01 -8.226855514583492e-01 -1.234628151509493e-01 -5.549282986987369e-01 -8.226855514583492e-01 -1.234628151509493e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.711013212163249e-01  2.170193303547518e-01 -9.028767466514315e-01 -8.937671760273176e-01  3.695586300258300e-01 -2.541783901703403e-01 -5.171934014304174e-01  4.903374986615032e-01  7.014842285634193e-01 -5.171934014304174e-01  4.903374986615032e-01  7.014842285634193e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.530716439417715e-02  1.531693055295036e-02  9.988556715026427e-01  5.645231197402103e-01  1.901700435773490e-01  8.032116793253005e-01 -5.623849698952321e-02  3.431018945390220e-01 -9.376130979354401e-01 -5.623849698952321e-02  3.431018945390220e-01 -9.376130979354401e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.717312204880679e-01  4.229919742014794e-01  2.473104708408412e-01 -3.773739603059959e-01 -7.216408124372058e-01 -5.803649127126297e-01  3.435424967212333e-01 -8.240370807703457e-02 -9.355149287112934e-01  3.435424967212333e-01 -8.240370807703457e-02 -9.355149287112934e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.406207089467623e-01 -2.702951199314914e-01  4.693584683704591e-01  1.165447143229472e-01  4.369029169167045e-01 -8.919266622055076e-01 -5.447133978942493e-01  8.175639869294081e-01 -1.867523532129965e-01 -5.447133978942493e-01  8.175639869294081e-01 -1.867523532129965e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.543081120562232e-01  8.090682005192232e-01  1.953232290774737e-01 -9.086887448671063e-02  6.392621382447049e-01 -7.636011827232370e-01 -1.286084973470151e-02  7.250311113613750e-01 -6.885960253313920e-01 -1.286084973470151e-02  7.250311113613750e-01 -6.885960253313920e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.337345993675382e-01  3.623639850440921e-02 -3.561272544574096e-01 -8.271595357376902e-01 -1.082424955798296e-01  5.514441627117466e-01 -1.612058852315456e-02 -2.234111339487413e-02  9.996204286017490e-01 -1.612058852315456e-02 -2.234111339487413e-02  9.996204286017490e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.050100728265852e-01  3.862202317965573e-02  9.134961303883636e-01 -9.217969145707082e-01  3.744080068607512e-01  1.005439838403186e-01  1.752854847456819e-02  7.020399600239833e-01 -7.119217966307104e-01  1.752854847456819e-02  7.020399600239833e-01 -7.119217966307104e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.881430341367076e-01 -4.168899907423451e-01 -7.667588368207153e-01  9.914064123646151e-01 -4.920852338968500e-02  1.212099284222602e-01  6.711202562428421e-01  3.736139634933975e-01 -6.403203947581994e-01  6.711202562428421e-01  3.736139634933975e-01 -6.403203947581994e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.159052464806269e-01 -4.600625995312219e-01 -3.502014181552696e-01  2.476901246136015e-01  3.148937861338414e-01 -9.162376905711711e-01  6.332974069915743e-01 -4.538092768341883e-01 -6.268903688500720e-01  6.332974069915743e-01 -4.538092768341883e-01 -6.268903688500720e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.599987997177380e-01 -5.380265270255968e-01 -5.243367625752744e-01 -3.758487334655417e-01  4.986389102020723e-01 -7.810870417468452e-01 -3.262554354962695e-01 -3.269505719494416e-01  8.869389574886609e-01 -3.262554354962695e-01 -3.269505719494416e-01  8.869389574886609e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.325377569797728e-01 -8.463960357421330e-01  4.157892609760734e-03  2.233947895383668e-02  8.315197714379479e-01 -5.550457795424212e-01  6.165854600860494e-01 -6.988156393494449e-02 -7.841804240303892e-01  6.165854600860494e-01 -6.988156393494449e-02 -7.841804240303892e-01
