#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.832043002407386e-01 -8.871664336866776e-02  8.710011259569386e-01  1.097235061967710e-01  7.509637136798825e-01 -6.511637681290374e-01 -5.142861543622588e-01  5.564288540662781e-01 -6.526076016978102e-01 -5.142861543622588e-01  5.564288540662781e-01 -6.526076016978102e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.111592475007685e-02 -5.231882459218462e-01  8.506827972670931e-01 -2.927766512342005e-01 -8.388304418800453e-01 -4.589611337220345e-01 -1.987991236741813e-01 -7.093608483838166e-01 -6.762293214631924e-01 -1.987991236741813e-01 -7.093608483838166e-01 -6.762293214631924e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.451242882215633e-01  5.846761725786235e-01 -7.981808781141003e-01 -2.060324365721678e-02  7.463888063875811e-02  9.969977652170513e-01 -1.505341998644450e-01 -1.214456709438924e-01 -9.811169164172836e-01 -1.505341998644450e-01 -1.214456709438924e-01 -9.811169164172836e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.763438407180724e-01 -1.063583853599526e-01 -8.102565464900391e-01  8.498729490812433e-01 -2.854771063319363e-01  4.429659040832541e-01 -1.279812641494580e-01 -9.636665390672809e-01  2.344516954700803e-01 -1.279812641494580e-01 -9.636665390672809e-01  2.344516954700803e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.894165145091511e-01  1.262439553237487e-01  9.737473223456996e-01  6.085030655377933e-01  2.288527140517026e-01  7.598358075941655e-01  2.720115944531363e-02 -3.141146612008314e-01 -9.489952984833580e-01  2.720115944531363e-02 -3.141146612008314e-01 -9.489952984833580e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.130929510243350e-01  2.314541637060074e-01 -6.617608429807237e-01 -1.117303187931215e-02 -8.132742055566949e-01  5.817733492819610e-01  1.963393497436709e-01  1.765765036470430e-02  9.803770025484229e-01  1.963393497436709e-01  1.765765036470430e-02  9.803770025484229e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.183549198293832e-01 -6.547231080558840e-01 -6.295369828947253e-01  5.012165856155154e-01 -5.339825452585544e-01  6.809145142109402e-01 -6.293451172334240e-01 -7.492920053542316e-01 -2.061218429150144e-01 -6.293451172334240e-01 -7.492920053542316e-01 -2.061218429150144e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.762394651333171e-01 -1.551321981302909e-01  6.110534296383632e-01  1.579018036524528e-01 -7.260878532292699e-01 -6.692260080094112e-01  6.151944352133794e-01 -2.307786946335915e-01 -7.538414959298185e-01  6.151944352133794e-01 -2.307786946335915e-01 -7.538414959298185e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.684901165419344e-01 -7.474668831697373e-01 -6.076234984625073e-01 -6.836334492263891e-01 -3.671029758444017e-01 -6.307778628209890e-01  6.144308376996776e-02  3.169904850184962e-01 -9.464363580635389e-01  6.144308376996776e-02  3.169904850184962e-01 -9.464363580635389e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.954279715136659e-01 -7.504345685296208e-01 -2.869032748068292e-01  2.747176663586552e-01  3.903780015824471e-02 -9.607321447465259e-01  4.873736729558143e-01 -6.964149539452870e-01  5.267571687513543e-01  4.873736729558143e-01 -6.964149539452870e-01  5.267571687513543e-01
