#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.235027650950779e-01  1.448448089525982e-01 -8.396218412221618e-01 -2.458406495339228e-01  9.080983976391380e-01  3.389980460739692e-01 -2.981358471679442e-01  8.822323076334238e-01  3.643915092332093e-01 -2.981358471679442e-01  8.822323076334238e-01  3.643915092332093e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.596477168119626e-01 -6.375287068162626e-01  6.182888680986693e-01  6.499424296381978e-01 -1.499748928397471e-01  7.450385021418039e-01  7.417636447916394e-01 -6.643711992957535e-01  9.163844614431579e-02  7.417636447916394e-01 -6.643711992957535e-01  9.163844614431579e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.851754921959556e-01  1.698064922444534e-01  2.439271957144098e-02  3.728478460701864e-01  6.539114497767606e-01 -6.583192990727810e-01  9.056640218591420e-01 -7.490781213719337e-02  4.173266097324044e-01  9.056640218591420e-01 -7.490781213719337e-02  4.173266097324044e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.292503027363976e-01 -4.003672225623555e-01  9.071937204038919e-01  1.478697328769421e-01  1.641375313459398e-02 -9.888706340097972e-01 -7.498237039102218e-01 -4.090661720552782e-01  5.200281530209664e-01 -7.498237039102218e-01 -4.090661720552782e-01  5.200281530209664e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.025959232861570e-01 -1.005637516405964e-01  9.896267015299403e-01  5.688682044016810e-01  3.691377093042267e-01  7.349328660431751e-01 -7.400483528006701e-01 -6.705827484019389e-01 -5.145107445638854e-02 -7.400483528006701e-01 -6.705827484019389e-01 -5.145107445638854e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.528771566059669e-01 -6.718267084392315e-01 -3.498575313035515e-01 -8.474530255661220e-01  4.780835483604526e-01 -2.307801773244500e-01  1.293331028655248e-01 -2.730234789948304e-01 -9.532738999997509e-01  1.293331028655248e-01 -2.730234789948304e-01 -9.532738999997509e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.713099841987213e-03  1.495086517508923e-01  9.887220261240133e-01 -1.681691413370695e-01 -5.086389809122176e-01 -8.443965460602818e-01 -2.853327747556739e-01  1.417854465581050e-02 -9.583236282810056e-01 -2.853327747556739e-01  1.417854465581050e-02 -9.583236282810056e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.014643393040986e-01 -4.160743668017599e-01  1.193489264867490e-01 -3.540729452976493e-01 -5.961040518322781e-01  7.206193924655293e-01 -8.951348403220747e-01 -1.029182476175161e-01  4.337527543992240e-01 -8.951348403220747e-01 -1.029182476175161e-01  4.337527543992240e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.210026038067063e-01 -7.890054285915296e-01 -5.732610947585339e-01 -2.354801211172484e-01 -3.533636986064005e-01 -9.053635783848448e-01 -4.891424857924862e-01  5.981053496271185e-01  6.348303862766572e-01 -4.891424857924862e-01  5.981053496271185e-01  6.348303862766572e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.163327177111422e-01  5.723748488448445e-01 -7.738169295241699e-02 -5.051227075409580e-01  7.580783192516273e-01 -4.125146205980095e-01  6.843373464415413e-01  5.912803020839219e-01 -4.266966142740012e-01  6.843373464415413e-01  5.912803020839219e-01 -4.266966142740012e-01
