#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.045454364147508e-01 -7.165207535066251e-01 -6.669026722365095e-01 -3.020360612299328e-02  9.371753866795711e-01 -3.475486106707427e-01 -1.500555647001082e-01 -9.862238711252657e-01 -6.961180593280780e-02 -1.500555647001082e-01 -9.862238711252657e-01 -6.961180593280780e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.271484530820468e-01 -8.880906872325758e-01  3.229068300559701e-01  9.337605556873418e-01 -7.294736912257072e-02  3.503853678174388e-01 -2.253669233678628e-01  4.380752602788553e-01  8.702297490796996e-01 -2.253669233678628e-01  4.380752602788553e-01  8.702297490796996e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.438447507434387e-02 -1.477672929535362e-01 -9.869242455743931e-01  2.403746731590387e-01  4.598660971859017e-01  8.548351824548941e-01 -9.741085423454776e-01 -1.294598219633703e-01 -1.853448198002345e-01 -9.741085423454776e-01 -1.294598219633703e-01 -1.853448198002345e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.592838778786720e-01  4.225513889067703e-01 -8.922325761710853e-01 -5.753141334979348e-01 -8.110142142811034e-01 -1.061583347247163e-01  8.260421389711200e-01 -1.113452210421917e-01 -5.525003406289288e-01  8.260421389711200e-01 -1.113452210421917e-01 -5.525003406289288e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.451538975498212e-01 -6.875406044154935e-01  6.388714301689702e-01 -1.106765338028666e-01  7.223657884610535e-02  9.912278151575415e-01 -3.972808035722551e-01  3.686744475735133e-01 -8.403850991178675e-01 -3.972808035722551e-01  3.686744475735133e-01 -8.403850991178675e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.234262935107992e-01  7.245973301990035e-01 -4.483119721020430e-01  8.958342828852486e-01 -3.195759274105217e-02 -4.432376900418888e-01 -3.487551981163445e-01  3.899319481825936e-02  9.364023400999671e-01 -3.487551981163445e-01  3.899319481825936e-02  9.364023400999671e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.361351096974360e-01  1.796378728989145e-02  6.765961887395963e-01  5.954643386303260e-01 -2.364406608638525e-01  7.678007783988064e-01  5.667974811100477e-01  5.198945900765333e-01  6.391011114185756e-01  5.667974811100477e-01  5.198945900765333e-01  6.391011114185756e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.801978011249759e-01  2.484186951492255e-01  9.272417937868658e-01 -4.420172237536456e-01 -9.855994318657586e-03  8.969524141676136e-01  4.633426719084895e-01 -4.428389362281587e-02  8.850720338787713e-01  4.633426719084895e-01 -4.428389362281587e-02  8.850720338787713e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.740907413630180e-02  7.888405141723802e-01  6.119108116442031e-01  5.478551027302384e-01  6.622072743146417e-01 -5.112106339437911e-01 -5.766443292120184e-01  7.958909490599009e-01  1.844963815150625e-01 -5.766443292120184e-01  7.958909490599009e-01  1.844963815150625e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.826378631178809e-01 -6.986548435032214e-02  9.566789704120463e-01 -1.233564394735110e-02 -4.526514390578016e-01 -8.916022132135527e-01  8.297027391032609e-01 -1.028484116292525e-01 -5.486488576037374e-01  8.297027391032609e-01 -1.028484116292525e-01 -5.486488576037374e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.260582133429204e-01 -9.045527819628539e-01  1.608301856928506e-02 -1.213801260859140e-01 -1.388247713564106e-01  9.828502163855934e-01  2.364844148949951e-01 -8.309723833919642e-01 -5.035474352547634e-01  2.364844148949951e-01 -8.309723833919642e-01 -5.035474352547634e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.601284947195711e-01  3.442193262630678e-02  9.322674497403016e-01 -3.032084195945570e-01 -1.365083222965098e-01 -9.430960355291307e-01 -2.449001947519465e-01  8.888633762949724e-01 -3.872283472215858e-01 -2.449001947519465e-01  8.888633762949724e-01 -3.872283472215858e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.448261064160229e-03 -1.060020053178211e-01 -9.943559663632062e-01  3.290267886583146e-02  3.068203027978048e-01  9.511985678682003e-01  2.235842515332585e-02 -3.739684237295134e-02  9.990503375732355e-01  2.235842515332585e-02 -3.739684237295134e-02  9.990503375732355e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.551538543240751e-01 -5.403210889242393e-02  2.911385336545142e-01 -1.898785589517022e-02  9.087833487089565e-01  4.168360426328790e-01 -1.745635164308784e-01  2.788530991055391e-02  9.842509782684896e-01 -1.745635164308784e-01  2.788530991055391e-02  9.842509782684896e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.013925197115207e-01 -4.196944882836233e-01  8.140888045072135e-01  4.976327561150244e-01 -4.761323632051772e-01 -7.250238704691162e-01 -4.089344660109985e-01  2.349720042662107e-01 -8.817940574303159e-01 -4.089344660109985e-01  2.349720042662107e-01 -8.817940574303159e-01
