#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.417094448743736e-01  1.771247682808797e-01 -9.229634184219286e-01  7.890015494676297e-01 -3.569356746831824e-01  5.000734736777596e-01 -1.440025272872756e-01  3.667705091999531e-02  9.888973991626682e-01 -1.440025272872756e-01  3.667705091999531e-02  9.888973991626682e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.193281262833853e-01  4.934278717991079e-01  6.107058271591277e-01 -3.668219991920057e-01 -3.481970543236964e-01 -8.626705235888618e-01  8.616812794185333e-01 -1.185193455233312e-01  4.934151775496581e-01  8.616812794185333e-01 -1.185193455233312e-01  4.934151775496581e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.348564411413342e-01  4.323343382384743e-01  3.407370579563170e-01  5.382616176363130e-01  7.403585110744001e-01  4.026707166646677e-01 -7.890829594838211e-02 -5.625732833003245e-01 -8.229731354954518e-01 -7.890829594838211e-02 -5.625732833003245e-01 -8.229731354954518e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.072146131969747e-01 -1.837913006341443e-01  8.946491025033489e-01 -1.096765050197363e-01  1.323954094835786e-01 -9.851104099512559e-01 -2.253123697699115e-02 -1.108503682500507e-02  9.996846829470155e-01 -2.253123697699115e-02 -1.108503682500507e-02  9.996846829470155e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.389425930918317e-01 -3.340932277166949e-01  8.794882795023625e-01  2.860091610753337e-04  1.647143493713834e-03  9.999986025575590e-01  2.618724798173230e-02  2.138791368450157e-02  9.994282291347226e-01  2.618724798173230e-02  2.138791368450157e-02  9.994282291347226e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.340305901628890e-01 -2.942787089685890e-01  6.120450425850221e-01 -3.042493323166258e-01 -5.769484888935557e-01  7.579991985143059e-01 -5.922240743153762e-01 -2.298646316120377e-01  7.722906816317013e-01 -5.922240743153762e-01 -2.298646316120377e-01  7.722906816317013e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.000101028436463e-01 -9.719972067548295e-01 -1.233587808843912e-01 -9.035757872334620e-02  4.650435333520247e-02  9.948230260142399e-01  4.685367893164102e-01 -8.683929812790743e-01  1.623788998679057e-01  4.685367893164102e-01 -8.683929812790743e-01  1.623788998679057e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.168232365277609e-03 -8.414013933366590e-01 -5.404013856336867e-01  5.295516984764838e-01  4.526008240138819e-01  7.174451147945928e-01  8.177143654717787e-01  1.276721926080618e-01 -5.612869388608077e-01  8.177143654717787e-01  1.276721926080618e-01 -5.612869388608077e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.944206046106861e-01 -7.254316424864564e-01 -6.221458347205101e-01 -5.915435501265903e-01 -3.528319483999640e-01  7.249729956984021e-01  7.494845200125445e-01 -3.587983614871333e-01 -5.563602160971920e-01  7.494845200125445e-01 -3.587983614871333e-01 -5.563602160971920e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.962130561939973e-01  1.091281104954797e-01  9.116503000608833e-01  2.524180414166143e-01 -5.820191698407681e-01  7.730063507535133e-01 -6.351824892527183e-01 -7.469956447458618e-01  1.963178852714007e-01 -6.351824892527183e-01 -7.469956447458618e-01  1.963178852714007e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.666872425270679e-01  2.224300745984678e-01  6.022586936361823e-01  4.624998002973510e-02 -8.922875214085930e-02  9.949367664020836e-01 -4.768554301523314e-01  8.746468430896956e-01  8.718829398184294e-02 -4.768554301523314e-01  8.746468430896956e-01  8.718829398184294e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.209064002766902e-01 -9.380713583451156e-02  9.424538734219210e-01  5.809423612206219e-01 -1.379025581735032e-01  8.021775722298723e-01 -1.716410724446438e-01 -1.204409619060063e-01 -9.777695622922655e-01 -1.716410724446438e-01 -1.204409619060063e-01 -9.777695622922655e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.387353007001184e-01  5.882497517481076e-02 -9.885808710648465e-01 -9.548065769394130e-01  9.357097433158457e-03 -2.970805368260722e-01 -4.018682733806095e-01 -8.719349808478536e-01 -2.796985520590710e-01 -4.018682733806095e-01 -8.719349808478536e-01 -2.796985520590710e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.413872761417405e-01 -8.091436426616552e-01 -2.284433907383935e-01  5.167372682391291e-02 -8.222869045541589e-02 -9.952729617658238e-01  3.492980560720146e-01  5.207425065592900e-01  7.789853078759955e-01  3.492980560720146e-01  5.207425065592900e-01  7.789853078759955e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.020653388654712e-01  3.554226603522478e-01 -2.448527249708551e-01 -2.013773352441003e-01 -4.140565432422965e-02  9.786382072246963e-01  1.593988587234086e-01  1.113969812662328e-01 -9.809091274947161e-01  1.593988587234086e-01  1.113969812662328e-01 -9.809091274947161e-01
