#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.004475915607939e-01 -1.381079632995661e-01  9.699211068487595e-01 -1.219405128781556e-01  5.367185652258472e-01 -8.349034034311517e-01 -5.930003587388899e-01 -4.223161982552295e-01 -6.855651706634444e-01 -5.930003587388899e-01 -4.223161982552295e-01 -6.855651706634444e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.553876682620428e-02 -8.078752906214576e-02 -9.945743035042346e-01  1.305883820829235e-01 -1.100218939896457e-01  9.853130757824620e-01 -2.775083313189751e-01  4.932978711584365e-01 -8.244066571535631e-01 -2.775083313189751e-01  4.932978711584365e-01 -8.244066571535631e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.572045052795183e-01 -6.951664830219678e-01  7.014487182985581e-01  4.541888829999286e-01 -4.675151213461910e-01  7.583812167188304e-01 -3.025752048435850e-01 -8.721315880906545e-01 -3.844928327918941e-01 -3.025752048435850e-01 -8.721315880906545e-01 -3.844928327918941e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.450756799021260e-01  6.376383113114856e-01  1.956517701586719e-01 -1.935437888509711e-01  9.744124327874707e-01  1.142856623834055e-01  5.922213186222141e-01 -9.609034055329982e-02  8.000253472370216e-01  5.922213186222141e-01 -9.609034055329982e-02  8.000253472370216e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.907225929286122e-01  8.997867140555484e-01  3.924395007586591e-01  1.011485413964016e-01  4.579406457461045e-02  9.938168222681265e-01 -6.254946157743768e-01 -5.286125385516589e-01 -5.738686868293438e-01 -6.254946157743768e-01 -5.286125385516589e-01 -5.738686868293438e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.435327038535627e-01  4.879835160488252e-01  2.243315974046532e-01 -9.337221822131877e-01  2.949179948969250e-01 -2.029439891423739e-01 -4.345342720345120e-01 -6.739891608701535e-01  5.974266293504025e-01 -4.345342720345120e-01 -6.739891608701535e-01  5.974266293504025e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.859216862879558e-01 -7.051110833197057e-01 -3.993922103862184e-01 -3.547233689463529e-01 -9.096514924386644e-01  2.161145386767400e-01  5.121992642686187e-01  7.253975189295957e-02 -8.557978137843036e-01  5.121992642686187e-01  7.253975189295957e-02 -8.557978137843036e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.930243769072385e-01 -6.284360672339564e-01  5.033787816280100e-01  9.350096933868297e-01 -1.024029350628827e-02  3.544742722138970e-01 -1.371912040015598e-02 -5.466673559473861e-02 -9.984104034688646e-01 -1.371912040015598e-02 -5.466673559473861e-02 -9.984104034688646e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.311854571395988e-01 -3.247047298028560e-01  1.657120480091015e-01  4.935951390803981e-01  2.900578974248242e-01 -8.198964903069732e-01 -3.965780880309898e-01  2.959973662371246e-01  8.689714490559342e-01 -3.965780880309898e-01  2.959973662371246e-01  8.689714490559342e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.811221828462444e-01 -3.380134227991465e-01 -6.494763260060931e-01  2.592946415762082e-02  1.341030943006905e-01 -9.906280951938921e-01  3.327925048449915e-01  9.079560636779848e-01  2.546859539695421e-01  3.327925048449915e-01  9.079560636779848e-01  2.546859539695421e-01
