#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.308131006391430e-01 -3.483871087757895e-01 -5.869741343305070e-01  7.005472934364484e-01 -6.583741732440073e-01  2.752761116844986e-01 -2.230632342283601e-01 -8.772234131725080e-01  4.251139575661556e-01 -2.230632342283601e-01 -8.772234131725080e-01  4.251139575661556e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.355822756020476e-03  6.895458203167713e-03  9.999753068955366e-01 -3.489932649905521e-01  9.149134799159274e-01  2.028226448386919e-01  9.326477947543708e-01  1.919856595754281e-01  3.054661969141543e-01  9.326477947543708e-01  1.919856595754281e-01  3.054661969141543e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.925051724048831e-01 -8.520453004101228e-01 -1.773625135237434e-01  5.217530834857339e-01 -4.642062721249464e-03 -8.530839179862792e-01  1.014411488192992e-01 -7.103348049471919e-02 -9.923023420183120e-01  1.014411488192992e-01 -7.103348049471919e-02 -9.923023420183120e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.913044537116432e-01 -5.611700566920719e-01 -4.551772399304072e-01  5.504383314774485e-01  1.620297048478960e-01  8.190018424809716e-01  3.313715868541664e-01 -9.234356556230898e-02 -9.389704666947684e-01  3.313715868541664e-01 -9.234356556230898e-02 -9.389704666947684e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.502063002440270e-02 -7.027863918691557e-01 -7.063021873630204e-01 -7.574443415830123e-01  2.603366882210006e-01 -5.987510986795752e-01  3.549691889474023e-01 -7.881718191901715e-01  5.027743612521216e-01  3.549691889474023e-01 -7.881718191901715e-01  5.027743612521216e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.377766692612762e-01 -3.051711605437611e-01  7.071856071204834e-01  7.376275646657283e-01  4.150563023846908e-02  6.739309003924766e-01 -7.618190758233837e-01 -6.459234279407410e-01 -4.913879270889665e-02 -7.618190758233837e-01 -6.459234279407410e-01 -4.913879270889665e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.500910011608514e-02  2.252279561256554e-01  9.721348593078826e-01  5.790940815854494e-01 -2.372445225474279e-01  7.799776158287800e-01 -9.003376322850236e-01 -1.709287547640793e-01  4.002193257280297e-01 -9.003376322850236e-01 -1.709287547640793e-01  4.002193257280297e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.399633427549280e-01 -8.570519953026459e-01 -2.681308157964375e-01 -3.833680282890475e-01 -1.035078412199960e-01 -9.177772505852083e-01 -5.738711214292163e-01 -6.575617965629614e-01  4.881438514315881e-01 -5.738711214292163e-01 -6.575617965629614e-01  4.881438514315881e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.979063390538008e-01  8.547345913564502e-01 -1.466903400662896e-01 -1.129936479065454e-01 -6.850730214865512e-01  7.196578289465480e-01 -8.351801604837781e-01  4.480668858293334e-01 -3.189203119236746e-01 -8.351801604837781e-01  4.480668858293334e-01 -3.189203119236746e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.961950609820441e-01 -5.185835531092473e-01  3.116801618845633e-01 -7.919663392139261e-01 -1.362816607673468e-01 -5.951610088796025e-01 -3.247529175150004e-01  4.485422501300975e-01 -8.326736409985154e-01 -3.247529175150004e-01  4.485422501300975e-01 -8.326736409985154e-01
