#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.291975992753931e-01 -2.529089285373746e-01  9.588248297825585e-01 -6.143265502933368e-01 -3.308228930279244e-01 -7.163512427945685e-01 -2.256931688081204e-01  5.033544755809573e-02 -9.728971868971950e-01 -2.256931688081204e-01  5.033544755809573e-02 -9.728971868971950e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.077049410233694e-01  6.036508063992837e-01  7.899400924200816e-01 -3.738987010519991e-01 -7.826494090169061e-01  4.976541609562964e-01  9.772355140783786e-01 -1.878956876958035e-01 -9.851883357657169e-02  9.772355140783786e-01 -1.878956876958035e-01 -9.851883357657169e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.639972247117802e-01 -7.804765352161448e-03  9.644918615427895e-01  2.530595303927498e-01  3.448643198225332e-01  9.038968276251126e-01  5.164898313566004e-01  7.196191052624437e-01 -4.640976162904853e-01  5.164898313566004e-01  7.196191052624437e-01 -4.640976162904853e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.115530118368384e-01  1.597249947035397e-01  6.842369746022778e-01  6.757702182118724e-01 -7.370598769594221e-01  8.794882286863735e-03  4.903068139535571e-03 -1.283457730693728e-01 -9.917173601677265e-01  4.903068139535571e-03 -1.283457730693728e-01 -9.917173601677265e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.444281954448067e-01  8.957958448030422e-01  5.777847979695508e-03 -9.179251791528437e-01 -2.485635662182366e-01 -3.092402286671191e-01 -7.966613991710760e-01  5.984257043439473e-01 -8.495464349424382e-02 -7.966613991710760e-01  5.984257043439473e-01 -8.495464349424382e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.530379836366908e-01  5.188654658173748e-01  4.046139191655491e-01  3.534084728873550e-01  4.050110891835380e-01  8.432487586292624e-01 -7.975620248922213e-01 -3.641602439878702e-01  4.809180108381413e-01 -7.975620248922213e-01 -3.641602439878702e-01  4.809180108381413e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.085645832706758e-01 -2.664894319336568e-01  9.131107712751346e-01 -1.586735217611951e-01  1.552699671360537e-01 -9.750456147265462e-01  9.477883960082618e-01 -3.185392802723239e-01 -1.516190343182772e-02  9.477883960082618e-01 -3.185392802723239e-01 -1.516190343182772e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.718640873712173e-01 -6.756926166284316e-01 -4.651999069313193e-01 -1.551998496828751e-01 -3.865452538472331e-02 -9.871265543615443e-01  4.219326557647646e-01  1.016749438717315e-01 -9.009078975056067e-01  4.219326557647646e-01  1.016749438717315e-01 -9.009078975056067e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.765735768728495e-01 -6.662827279743146e-01  7.244923038607335e-01  7.187226889127098e-02 -1.049063663881832e-01  9.918815611027605e-01 -7.906890246865954e-01  3.246166285821902e-01 -5.190712000179676e-01 -7.906890246865954e-01  3.246166285821902e-01 -5.190712000179676e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.916867034538271e-01  3.459191081757610e-01 -2.919499845564868e-01 -1.247624507110528e-01 -7.661686219031982e-02  9.892240329271634e-01  8.612858874046203e-02 -2.604038489192962e-01  9.616505091089967e-01  8.612858874046203e-02 -2.604038489192962e-01  9.616505091089967e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.494259093689866e-01  1.047347990475788e-01 -2.960085547536359e-01 -1.830560522090006e-01 -9.825086438555120e-01  3.416498937301734e-02 -8.382100581779450e-01  5.204337350482405e-01 -1.629497646302806e-01 -8.382100581779450e-01  5.204337350482405e-01 -1.629497646302806e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.693729144516674e-01  2.553253107219901e-02 -2.442626508177773e-01  7.589183691937201e-01 -5.137606770979490e-01 -4.001160776177349e-01  1.044218682764984e-01 -3.913428468102957e-01  9.143012904267712e-01  1.044218682764984e-01 -3.913428468102957e-01  9.143012904267712e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.042820065306399e-01  6.508991495324242e-01 -4.595362376584360e-01 -7.546072110513467e-02 -5.923336331328969e-02  9.953879084261015e-01 -3.340584912398991e-01  5.140875665167542e-01 -7.900119609116080e-01 -3.340584912398991e-01  5.140875665167542e-01 -7.900119609116080e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.687169720856829e-01 -2.678132734129616e-01 -7.777127080391105e-01  3.787747201513860e-01  2.192058365681553e-04  9.254888780115299e-01  5.590930129319494e-01 -2.367928471638630e-01 -7.945716773348435e-01  5.590930129319494e-01 -2.367928471638630e-01 -7.945716773348435e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.264439569501163e-01  4.605715688688867e-01 -3.238274478333895e-01  6.627795469471337e-01 -2.124457307988011e-01  7.180460177550709e-01  3.781060797094898e-01 -4.370543176549684e-01 -8.161000648853490e-01  3.781060797094898e-01 -4.370543176549684e-01 -8.161000648853490e-01
