#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.329910679583325e-03 -1.322634865473691e-01 -9.911795915546304e-01 -7.375709752519569e-01  3.400398916279170e-01  5.834054581228664e-01  3.337867009769834e-01  1.409815880145039e-01  9.320464742124239e-01  3.337867009769834e-01  1.409815880145039e-01  9.320464742124239e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.919087639419501e-02  6.327435027203429e-03  9.997958160690608e-01 -1.680808252963066e-02 -4.698788666594839e-01 -8.825708691252370e-01  1.943055208027983e-01  4.230360032731629e-01  8.850344086645568e-01  1.943055208027983e-01  4.230360032731629e-01  8.850344086645568e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.484938378365385e-01 -7.715589540715462e-01  4.511652223018463e-01  4.902802278632925e-01  3.235154924533156e-01 -8.092978588313494e-01 -2.241490372357723e-01 -1.426465604403052e-01  9.640586952571024e-01 -2.241490372357723e-01 -1.426465604403052e-01  9.640586952571024e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.205500719341959e-01  8.162090535655520e-01  3.961570621278491e-01 -3.582831276606916e-01  3.363111141739077e-02  9.330070464784838e-01  2.464941568718624e-01 -3.099502563786929e-01  9.182436872632516e-01  2.464941568718624e-01 -3.099502563786929e-01  9.182436872632516e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.204890045859379e-01  4.608279142258787e-01 -7.188385281656553e-01  1.932444763508988e-01 -7.522443752975806e-01  6.299087014742848e-01  5.143450821628800e-01 -8.359905003835881e-01  1.912302793054958e-01  5.143450821628800e-01 -8.359905003835881e-01  1.912302793054958e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.325291857610909e-01  7.655389358771595e-01 -1.177156184050265e-01  1.949000519248434e-01  9.904455924873566e-02  9.758094819394394e-01 -1.611430966862226e-01 -6.636831432179234e-01  7.304502637406273e-01 -1.611430966862226e-01 -6.636831432179234e-01  7.304502637406273e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.213731794595037e-01  9.720938317200296e-02 -7.774610650519460e-01 -2.675765585401052e-02 -3.759441767567111e-02 -9.989347764558132e-01 -2.900415495495274e-01 -4.387948032857615e-01  8.504910464809838e-01 -2.900415495495274e-01 -4.387948032857615e-01  8.504910464809838e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.090007529691112e-01  6.404933374414323e-01  5.750534915727522e-01 -3.368753548123031e-01 -3.676662072285349e-01 -8.667967209111194e-01  7.133254302793456e-01  1.705055259804466e-01 -6.797754747906971e-01  7.133254302793456e-01  1.705055259804466e-01 -6.797754747906971e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.808203001192643e-01 -8.265780752024781e-01 -2.925414920789650e-01  4.375509380693264e-01  2.165139402748291e-01 -8.727375838482724e-01  3.527045772309457e-01  3.588391219181835e-01 -8.641955599176190e-01  3.527045772309457e-01  3.588391219181835e-01 -8.641955599176190e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.096331184844127e-01  9.757346907342431e-01 -6.321209482568138e-02  2.938353281696047e-01  8.283274424159840e-01 -4.770057107205904e-01  6.288205319107326e-02 -1.361854554871428e-01 -9.886856776044823e-01  6.288205319107326e-02 -1.361854554871428e-01 -9.886856776044823e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.663175385151922e-01  6.853238058916702e-01  7.089920715074350e-01 -1.750372424701517e-01  1.357850766767350e-01 -9.751535144275175e-01 -3.620226647369790e-01  9.319767473167521e-01 -1.894551866863811e-02 -3.620226647369790e-01  9.319767473167521e-01 -1.894551866863811e-02
