#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.548242476036793e-01  7.288943374231086e-01 -6.668901687882961e-01  8.187818763273580e-02 -8.846905341604219e-02  9.927080079145367e-01 -2.228144996390158e-01 -1.923374721248766e-01  9.556986949699300e-01 -2.228144996390158e-01 -1.923374721248766e-01  9.556986949699300e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.028667706543333e-01 -3.922138389591655e-01 -1.760678817306822e-01  4.617283199763982e-03  1.543091993334818e-01 -9.880118175897052e-01  4.215433865948527e-01 -3.393968397917655e-01 -8.408988990107581e-01  4.215433865948527e-01 -3.393968397917655e-01 -8.408988990107581e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.033259379559718e-01  5.937889329938226e-01  4.563047732837852e-02  6.139630396646902e-01  7.881507228710634e-01 -4.321832902270004e-02  7.713490121171053e-01  3.494368649587799e-01 -5.318971506915082e-01  7.713490121171053e-01  3.494368649587799e-01 -5.318971506915082e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.206581402736240e-01  1.505611631699505e-01 -9.636603765206377e-01  4.614378441705785e-01  6.627582635769557e-01  5.897682595966549e-01  7.084622347743562e-01 -2.471442761827819e-01 -6.610604878894321e-01  7.084622347743562e-01 -2.471442761827819e-01 -6.610604878894321e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.270433703472547e-01 -2.305667211839631e-01  9.461978096908891e-01 -6.149957758367848e-02 -8.861046685153187e-02  9.941659756405782e-01  8.441866529186410e-01  2.247930652430069e-02  5.355777962277829e-01  8.441866529186410e-01  2.247930652430069e-02  5.355777962277829e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.795064543738838e-01  3.314829109638844e-01 -9.262270307959201e-01  2.436007865240807e-01 -9.615321682996902e-02  9.650975161599465e-01  9.525563452571065e-01 -1.082345615407959e-02 -3.041697912471008e-01  9.525563452571065e-01 -1.082345615407959e-02 -3.041697912471008e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.401440659677972e-01  1.517897189382206e-03  7.682533897057265e-01 -5.322747846139221e-02 -3.353093841681631e-01  9.406032385790564e-01 -1.100859001540025e-01  1.244510221468218e-01  9.860999126223946e-01 -1.100859001540025e-01  1.244510221468218e-01  9.860999126223946e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.885093515431800e-01  1.471498218998081e-01 -7.101421003943116e-01  1.496363687750783e-02  1.253455514394757e-02  9.998094690983584e-01 -5.177056952066897e-01  6.325771640199891e-02  8.532170148714583e-01 -5.177056952066897e-01  6.325771640199891e-02  8.532170148714583e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.808133410591915e-01 -5.903796392845078e-01 -7.116411179728377e-01 -5.699518367327480e-01 -1.777775897526609e-01  8.022157019073496e-01 -1.754080589019113e-01 -1.921818574709200e-01 -9.655558743704533e-01 -1.754080589019113e-01 -1.921818574709200e-01 -9.655558743704533e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.518476273390704e-02 -2.151961427160311e-01  9.750103907765004e-01 -9.559167538371713e-02  4.969884980887064e-01  8.624758920485058e-01  5.071984388594808e-01  1.463860110838449e-01  8.493061164135496e-01  5.071984388594808e-01  1.463860110838449e-01  8.493061164135496e-01
