#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.040252227037335e-01  6.766652181969036e-01 -6.705914154255794e-01 -5.699624689190406e-01  6.929137610982045e-01  4.416031065384980e-01 -2.474659418123014e-01  4.376182298043211e-01 -8.644367487479250e-01 -2.474659418123014e-01  4.376182298043211e-01 -8.644367487479250e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.686061751687992e-01 -1.544435747826692e-02 -7.434562894671296e-01 -7.960436974259109e-02 -6.797640019539386e-02  9.945060851168084e-01 -3.594402848666939e-01  4.912388028227880e-01 -7.934022436420153e-01 -3.594402848666939e-01  4.912388028227880e-01 -7.934022436420153e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.301827955142336e-01  8.688049203437770e-01  2.451953768528321e-01  9.396081243565640e-01 -2.807356401072946e-01  1.957653519310492e-01 -4.526180418182340e-01 -2.055508955971587e-01 -8.676898855811525e-01 -4.526180418182340e-01 -2.055508955971587e-01 -8.676898855811525e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.640348598634662e-01 -1.345862408935406e-01 -8.755330905189359e-01 -9.732420185851810e-01  1.068265768616277e-02 -2.295339933103645e-01 -3.004574293062866e-04 -1.744166974467503e-02 -9.998478373641916e-01 -3.004574293062866e-04 -1.744166974467503e-02 -9.998478373641916e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.210213597895517e-01 -4.236623761891986e-01  5.483050152323504e-01  1.789471333103562e-01  1.561070834228960e-01  9.713951317487660e-01  2.814271266450681e-01 -3.388448737901378e-01  8.977655172117307e-01  2.814271266450681e-01 -3.388448737901378e-01  8.977655172117307e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.778408591001357e-01 -7.253338491241583e-01 -3.741533761295625e-01  5.109461859714338e-01  7.774726213117928e-01 -3.667019472975490e-01  2.252286917289206e-02 -5.907300270527379e-01 -8.065548682529244e-01  2.252286917289206e-02 -5.907300270527379e-01 -8.065548682529244e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.126424910841133e-01  9.914970135001181e-01  6.515628459874084e-02  1.403722433993798e-01 -5.992339492038774e-01  7.881714961888372e-01 -8.090467600049805e-01  1.735536305919805e-01  5.615358202588555e-01 -8.090467600049805e-01  1.735536305919805e-01  5.615358202588555e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.581905135357043e-01 -7.469397428937158e-01 -9.416086436240655e-02  1.463591796946268e-01  6.451912499266460e-01 -7.498714833471187e-01 -2.831819053452792e-01  9.052849960064102e-01 -3.166497820790208e-01 -2.831819053452792e-01  9.052849960064102e-01 -3.166497820790208e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.250973049763332e-02  5.944336556757754e-01 -8.034872409832685e-01 -6.230363091437837e-01  5.323019393183296e-01 -5.731320989845508e-01 -5.313079643751475e-01  7.008298837939227e-02  8.442749680828817e-01 -5.313079643751475e-01  7.008298837939227e-02  8.442749680828817e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.945680422302856e-02 -1.646769622507936e-01  9.838990041924905e-01 -8.828085668811214e-02  2.118618720843480e-01 -9.733041854935837e-01 -2.950314709546118e-02 -6.694406403154737e-02  9.973204382756846e-01 -2.950314709546118e-02 -6.694406403154737e-02  9.973204382756846e-01
