#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.584701090094928e-02 -3.276234692025351e-01  9.444547604068613e-01  6.280815161405354e-02  1.668225872536495e-01 -9.839844310113980e-01  6.801236241214594e-01  6.995413645130365e-01  2.192572353358737e-01  6.801236241214594e-01  6.995413645130365e-01  2.192572353358737e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.141979024765114e-01  7.057184555526302e-02 -8.547632021230677e-01 -5.329043067834980e-01  8.124072444859711e-01 -2.366589717680506e-01  3.497754061062096e-02  2.307245957963662e-02  9.991217309526295e-01  3.497754061062096e-02  2.307245957963662e-02  9.991217309526295e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.054176754228902e-01 -5.074330723236607e-01 -3.062907854124222e-01 -1.720948829104617e-01  2.876627943765037e-01 -9.421430188710925e-01  1.340082877090425e-02  6.522314209061517e-01  7.579014390875605e-01  1.340082877090425e-02  6.522314209061517e-01  7.579014390875605e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.409255331289414e-01 -4.767715222126496e-01  4.729886573318932e-01  5.842374950288778e-01 -1.891869784676171e-01 -7.892241991859318e-01  1.011255967601588e-01  7.765463912603294e-01  6.218917236146990e-01  1.011255967601588e-01  7.765463912603294e-01  6.218917236146990e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.376256703642952e-01 -2.906383055961767e-01 -8.952867038168519e-01  9.252147082682233e-01  2.427848287416462e-01  2.916046476602115e-01 -8.963898012592223e-01  2.708141532528398e-01  3.509202453498506e-01 -8.963898012592223e-01  2.708141532528398e-01  3.509202453498506e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.639034985857121e-01  6.088680108806908e-01 -7.761542298264917e-01 -3.612332516324407e-01 -1.323806585208244e-01 -9.230308224347910e-01 -8.348160419913200e-01  4.801681799609529e-01 -2.692966672406706e-01 -8.348160419913200e-01  4.801681799609529e-01 -2.692966672406706e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.180524828604459e-02  9.478505717520733e-01  3.105210136977000e-01 -6.516241948713298e-01  9.947950318159929e-04 -7.585413100425947e-01  8.128665676088314e-01 -4.979946775519265e-01 -3.020748986489774e-01  8.128665676088314e-01 -4.979946775519265e-01 -3.020748986489774e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.096319390816849e-01 -1.126800822666378e-01 -9.875647001556777e-01  3.697252327249084e-02  1.292534264248992e-02 -9.992326896376236e-01 -8.509816836144818e-01 -1.556251190320189e-01  5.016084094978193e-01 -8.509816836144818e-01 -1.556251190320189e-01  5.016084094978193e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.776413212440010e-01  2.627621596255793e-01  7.728431609714784e-01  2.881279376485675e-01  1.374544632383302e-01  9.476753463513999e-01  2.191465299171999e-01 -3.292810724401692e-01 -9.184491133197864e-01  2.191465299171999e-01 -3.292810724401692e-01 -9.184491133197864e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.399694932193507e-01 -9.241385558563152e-02 -5.347063958441355e-01 -8.351514160427157e-01 -5.210854978820688e-01  1.760454946280741e-01 -8.463117776793393e-02  1.217624395350529e-01 -9.889446253800488e-01 -8.463117776793393e-02  1.217624395350529e-01 -9.889446253800488e-01
