#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.411011321566222e-01 -3.704186426599572e-01 -8.970285799475678e-01  3.536469745373254e-01  3.464756187083576e-01 -8.688431751710185e-01 -5.912147856805541e-01  1.329903145506259e-01 -7.954738546479212e-01 -5.912147856805541e-01  1.329903145506259e-01 -7.954738546479212e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.649916701816077e-02 -2.834210691702250e-01  9.586293818247750e-01  9.700592710839531e-01 -2.427109173510487e-01  8.741920994958966e-03 -1.111161170247441e-01  9.383576242275898e-01 -3.273196871428550e-01 -1.111161170247441e-01  9.383576242275898e-01 -3.273196871428550e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -6.247756404136988e-01 -7.159296605210225e-01 -3.116089220993297e-01  2.781875801063890e-01  9.084676830438118e-02 -9.562209655530470e-01  2.969132002296090e-01  4.598359272449203e-01 -8.368951377228908e-01  2.969132002296090e-01  4.598359272449203e-01 -8.368951377228908e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.688651772135180e-01  3.004672856248629e-01  7.655794017755833e-01  1.831070128491236e-01 -1.912910146430097e-01 -9.643026338045120e-01  5.789372419096529e-04 -1.164788222573263e-01  9.931930068205355e-01  5.789372419096529e-04 -1.164788222573263e-01  9.931930068205355e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.920112809052849e-01  3.205467633009099e-01  5.195843564389523e-01 -8.592996911384910e-01 -4.956247299089573e-01  1.263335581386322e-01 -4.639363941657043e-01  6.579164389505204e-01  5.932191682061447e-01 -4.639363941657043e-01  6.579164389505204e-01  5.932191682061447e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.576111250959577e-01 -7.550470146216273e-02  9.632941130744569e-01  8.415864650939288e-01 -4.391029086717477e-01 -3.145168634059486e-01 -8.821530693396891e-02  1.177347275575493e-01 -9.891190997799483e-01 -8.821530693396891e-02  1.177347275575493e-01 -9.891190997799483e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.051655912115369e-02 -3.433102939108235e-01  9.348501455419101e-01 -3.719404650473089e-01  2.412053523254405e-01  8.963706088833746e-01  4.842038938644469e-02 -5.923501694546073e-01  8.042243111463139e-01  4.842038938644469e-02 -5.923501694546073e-01  8.042243111463139e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.221816190012338e-06  2.431227291193504e-01  9.699955353082614e-01 -6.353460604264615e-01  4.414905256062892e-01  6.335783292541323e-01  5.783076461445741e-03 -2.630394540852889e-03  9.999798183219502e-01  5.783076461445741e-03 -2.630394540852889e-03  9.999798183219502e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -9.218634409187097e-02  5.619858952984680e-02 -9.941546139800544e-01  9.885796721645106e-01  1.352101554966749e-01  6.654656740714611e-02  3.790065338650822e-01 -6.294108657770884e-01  6.783774829173742e-01  3.790065338650822e-01 -6.294108657770884e-01  6.783774829173742e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.291100552636181e-01  3.897619069988725e-01  6.725371322230540e-01 -9.316264158305902e-01  1.188518111731868e-01  3.434333535163719e-01  9.510454785285460e-03 -1.099985471955844e-01  9.938862464410290e-01  9.510454785285460e-03 -1.099985471955844e-01  9.938862464410290e-01
